,trade_id,delivery_start,delivery_end,execution_time,price,quantity
224898,1673492139,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.41,0.6
224899,1673492140,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.4,1.0
224900,1673492141,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.39,1.3
224901,1673492142,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.35,8.0
224902,1673492143,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.2,1.5
224903,1673492144,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.0,4.4
224904,1673492162,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:54,-5.1,1.5
224905,1673492163,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:54,-5.0,0.6
224906,1673492183,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:56,-5.1,0.5
224907,1673492184,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:56,-5.0,5.0
224908,1673492203,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:58,-5.0,5.0
224909,1673492209,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:01,-5.0,5.0
224916,1673492248,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:03,-5.0,5.0
224929,1673492351,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:05,-7.0,5.0
224930,1673492352,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:05,-6.8,5.0
224931,1673492361,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:07,-6.6,5.0
224932,1673492362,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:07,-6.4,5.0
224938,1673492401,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:10,-6.2,5.0
224939,1673492402,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:10,-6.0,5.0
224940,1673492407,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:12,-5.6,5.0
224941,1673492406,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:12,-5.8,5.0
224942,1673492421,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:14,-5.4,5.0
224943,1673492422,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:14,-5.2,5.0
224944,1673492434,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:16,-5.0,5.0
224945,1673492435,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:14:16,-5.0,5.0
224984,1673494763,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:20:12,-5.0,0.5
